StudentID,JTE-234,ATE-003,TGL-013,PPL-239,WDM-974,GHL-823,HLU-200,MON-014,FEA-907,LPG-307,TSO-010,LDE-009,JJP-001,MTE-004,LUU-003,LOE-103,PLO-132,BKO-800,SLE-332,BKO-801,DSE-003,DSE-005,ATE-014,JTW-004,ATE-008,DSE-007,ATE-214,JHF-101,KMO-007,WOT-104
1002655,8.0,9.0,6.0,7.0,6.0,6.0,7.0,7.0,8.0,7.0,NG,7.0,9.0,8.0,7.0,7.0,NG,7.0,8.0,NG,7.0,8.0,6.0,8.0,7.0,6.0,9.0,7.0,7.0,6.0,
1000235,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,8.0,NG,NG,9.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000898,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,5.0,6.0,NG,NG,NG,
1000380,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,8.0,NG,8.0,NG,NG,9.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1002619,6.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,NG,6.0,6.0,7.0,7.0,6.0,NG,6.0,7.0,NG,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,
1002142,NG,9.0,6.0,7.0,NG,NG,NG,7.0,7.0,7.0,NG,NG,NG,7.0,6.0,6.0,NG,6.0,7.0,NG,7.0,NG,NG,7.0,7.0,7.0,8.0,NG,NG,6.0,
1002741,7.0,8.0,6.0,6.0,7.0,7.0,8.0,7.0,9.0,7.0,NG,6.0,9.0,8.0,7.0,7.0,NG,7.0,7.0,NG,8.0,8.0,6.0,7.0,6.0,7.0,9.0,6.0,7.0,6.0,
1002146,NG,7.0,7.0,7.0,NG,NG,NG,7.0,6.0,8.0,NG,NG,NG,6.0,8.0,6.0,NG,6.0,6.0,NG,6.0,NG,NG,7.0,6.0,6.0,6.0,NG,NG,5.0,
1000394,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,
1000488,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,6.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,5.0,7.0,NG,NG,NG,
1002422,9.0,9.0,6.0,7.0,7.0,7.0,8.0,6.0,10.0,8.0,NG,7.0,10.0,9.0,8.0,8.0,NG,7.0,9.0,NG,9.0,10.0,7.0,7.0,7.0,8.0,9.0,7.0,8.0,7.0,
1001692,NG,8.0,6.0,6.0,NG,NG,NG,7.0,7.0,8.0,NG,NG,NG,6.0,8.0,7.0,NG,6.0,7.0,NG,8.0,NG,NG,8.0,7.0,8.0,8.0,NG,NG,6.0,
1000225,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,9.0,NG,9.0,NG,NG,10.0,NG,NG,NG,NG,9.0,10.0,NG,NG,NG,
1000894,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,5.0,NG,NG,8.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1002411,NG,7.0,6.0,6.0,NG,NG,NG,6.0,7.0,7.0,NG,NG,6.0,6.0,7.0,6.0,NG,6.0,7.0,NG,5.0,8.0,NG,7.0,6.0,6.0,7.0,5.0,NG,6.0,
1001496,NG,9.0,8.0,8.0,NG,NG,NG,9.0,8.0,8.0,NG,NG,NG,6.0,9.0,7.0,NG,7.0,7.0,NG,6.0,NG,NG,8.0,7.0,7.0,8.0,NG,NG,7.0,
1000407,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,8.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1002638,7.0,7.0,6.0,7.0,8.0,7.0,7.0,6.0,9.0,8.0,NG,7.0,8.0,8.0,6.0,7.0,NG,6.0,7.0,NG,8.0,8.0,7.0,7.0,6.0,7.0,8.0,7.0,6.0,7.0,
1001382,NG,8.0,8.0,7.0,NG,NG,NG,8.0,8.0,8.0,NG,NG,NG,9.0,8.0,10.0,NG,8.0,9.0,NG,9.0,NG,NG,7.0,8.0,7.0,8.0,NG,NG,9.0,
1000376,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,5.0,NG,4.0,NG,NG,6.0,NG,NG,NG,NG,6.0,5.0,NG,NG,NG,
1000357,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,10.0,NG,8.0,NG,NG,9.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,
1001766,NG,10.0,6.0,8.0,NG,NG,NG,8.0,9.0,9.0,NG,NG,NG,8.0,8.0,8.0,NG,8.0,NG,NG,8.0,NG,NG,8.0,7.0,9.0,10.0,NG,NG,6.0,
1000656,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,6.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1002390,9.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,NG,8.0,9.0,8.0,10.0,9.0,NG,9.0,8.0,NG,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,
1002576,7.0,7.0,8.0,6.0,8.0,8.0,9.0,8.0,7.0,8.0,NG,8.0,7.0,7.0,7.0,8.0,NG,6.0,7.0,NG,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,8.0,
1001572,NG,10.0,7.0,7.0,NG,NG,NG,7.0,8.0,7.0,NG,NG,NG,8.0,8.0,8.0,NG,8.0,9.0,NG,8.0,NG,NG,8.0,7.0,8.0,10.0,NG,NG,8.0,
1001297,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,9.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000727,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1002023,NG,8.0,8.0,7.0,NG,NG,NG,8.0,7.0,9.0,NG,NG,NG,8.0,7.0,9.0,NG,6.0,8.0,NG,8.0,NG,NG,8.0,7.0,7.0,8.0,NG,NG,7.0,
1002789,8.0,10.0,7.0,7.0,7.0,6.0,9.0,7.0,9.0,9.0,NG,7.0,7.0,7.0,7.0,7.0,NG,7.0,8.0,NG,8.0,9.0,6.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,
1002622,8.0,9.0,7.0,8.0,8.0,7.0,8.0,8.0,9.0,7.0,NG,7.0,10.0,9.0,7.0,8.0,NG,8.0,9.0,NG,8.0,10.0,8.0,9.0,8.0,8.0,9.0,6.0,8.0,7.0,
1002644,9.0,9.0,8.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,NG,8.0,8.0,8.0,9.0,8.0,NG,8.0,9.0,NG,9.0,9.0,8.0,9.0,8.0,9.0,10.0,7.0,8.0,8.0,
1001733,NG,8.0,6.0,6.0,NG,NG,NG,6.0,10.0,7.0,NG,NG,NG,8.0,7.0,6.0,NG,7.0,7.0,NG,8.0,NG,NG,6.0,6.0,6.0,8.0,NG,NG,6.0,
1001962,NG,9.0,9.0,9.0,NG,NG,NG,8.0,8.0,9.0,NG,NG,NG,7.0,9.0,10.0,NG,7.0,7.0,NG,9.0,NG,NG,9.0,8.0,8.0,7.0,NG,NG,8.0,
1000626,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,9.0,9.0,NG,NG,NG,
1000585,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1001162,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,5.0,NG,8.0,NG,5.0,NG,NG,7.0,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,
1002745,NG,10.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,9.0,NG,8.0,7.0,8.0,8.0,8.0,NG,7.0,8.0,NG,8.0,9.0,7.0,8.0,7.0,8.0,8.0,8.0,9.0,8.0,
1001942,NG,8.0,7.0,8.0,NG,NG,NG,8.0,9.0,9.0,NG,NG,NG,9.0,8.0,9.0,NG,8.0,9.0,NG,8.0,NG,NG,8.0,7.0,8.0,10.0,NG,NG,7.0,
1001328,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000272,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000556,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1001676,NG,7.0,8.0,7.0,NG,NG,NG,7.0,7.0,7.0,NG,NG,NG,6.0,8.0,6.0,NG,6.0,7.0,NG,6.0,NG,NG,8.0,6.0,7.0,8.0,NG,NG,7.0,
1001522,NG,8.0,7.0,7.0,NG,NG,NG,7.0,9.0,7.0,NG,NG,NG,8.0,6.0,7.0,NG,8.0,7.0,NG,7.0,NG,NG,7.0,6.0,6.0,9.0,NG,NG,6.0,
1001472,NG,7.0,6.0,7.0,NG,NG,NG,6.0,7.0,7.0,NG,NG,NG,7.0,8.0,6.0,NG,7.0,8.0,NG,6.0,NG,NG,7.0,6.0,7.0,8.0,NG,NG,5.0,
1000828,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001395,NG,8.0,9.0,8.0,NG,NG,NG,9.0,8.0,10.0,NG,NG,NG,8.0,9.0,8.0,NG,7.0,8.0,NG,8.0,NG,NG,9.0,8.0,7.0,7.0,NG,NG,8.0,
1002399,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,NG,7.0,8.0,7.0,9.0,7.0,NG,6.0,7.0,NG,7.0,7.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,7.0,
1000809,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1001970,NG,10.0,6.0,9.0,NG,NG,NG,8.0,10.0,7.0,NG,NG,NG,9.0,9.0,8.0,NG,9.0,9.0,NG,8.0,NG,NG,9.0,7.0,9.0,10.0,NG,NG,7.0,
1001218,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000343,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,5.0,8.0,NG,NG,NG,
1002114,NG,9.0,6.0,6.0,NG,NG,NG,7.0,9.0,6.0,NG,NG,NG,7.0,7.0,7.0,NG,7.0,8.0,NG,8.0,NG,NG,7.0,7.0,7.0,8.0,NG,NG,7.0,
1002209,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,NG,5.0,7.0,6.0,7.0,6.0,NG,7.0,7.0,NG,6.0,9.0,5.0,7.0,6.0,6.0,7.0,6.0,7.0,5.0,
1002021,NG,10.0,8.0,8.0,NG,NG,NG,7.0,10.0,8.0,NG,NG,NG,9.0,8.0,8.0,NG,7.0,8.0,NG,8.0,NG,NG,9.0,8.0,8.0,9.0,NG,NG,8.0,
1001301,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,5.0,7.0,NG,NG,NG,
1000180,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,5.0,NG,6.0,NG,NG,5.0,NG,NG,NG,NG,6.0,6.0,NG,NG,NG,
1000799,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1001771,NG,8.0,5.0,6.0,NG,NG,NG,7.0,8.0,7.0,NG,NG,NG,7.0,7.0,8.0,NG,6.0,7.0,NG,6.0,NG,NG,7.0,6.0,8.0,7.0,NG,NG,7.0,
1000342,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,9.0,NG,8.0,NG,NG,10.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1001794,NG,10.0,7.0,9.0,NG,NG,NG,8.0,9.0,9.0,NG,NG,NG,8.0,9.0,8.0,NG,7.0,8.0,NG,7.0,NG,NG,9.0,8.0,9.0,9.0,NG,NG,7.0,
1000605,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000129,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,
1002781,7.0,8.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,NG,7.0,8.0,7.0,7.0,6.0,NG,7.0,8.0,NG,7.0,7.0,6.0,7.0,6.0,6.0,8.0,6.0,6.0,7.0,
1002798,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,NG,6.0,6.0,6.0,8.0,6.0,NG,6.0,6.0,NG,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,
1002386,7.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,NG,7.0,7.0,7.0,7.0,6.0,NG,6.0,7.0,NG,6.0,7.0,6.0,7.0,7.0,7.0,8.0,6.0,6.0,6.0,
1001827,NG,9.0,8.0,7.0,NG,NG,NG,9.0,7.0,9.0,NG,NG,NG,7.0,8.0,9.0,NG,7.0,8.0,NG,8.0,NG,NG,8.0,9.0,8.0,9.0,NG,NG,7.0,
1000072,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001491,NG,6.0,6.0,6.0,NG,NG,NG,5.0,5.0,6.0,NG,NG,NG,6.0,NG,4.0,NG,5.0,4.0,NG,6.0,NG,NG,7.0,NG,6.0,6.0,NG,NG,4.0,
1000219,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,5.0,NG,5.0,NG,NG,4.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1000879,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001921,NG,9.0,7.0,8.0,NG,NG,NG,8.0,8.0,9.0,NG,NG,NG,8.0,9.0,9.0,NG,7.0,8.0,NG,9.0,NG,NG,10.0,8.0,8.0,8.0,NG,NG,7.0,
1000079,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1002232,9.0,9.0,8.0,8.0,8.0,7.0,9.0,8.0,10.0,9.0,NG,7.0,9.0,9.0,8.0,8.0,NG,7.0,9.0,NG,8.0,10.0,8.0,8.0,8.0,9.0,10.0,7.0,9.0,7.0,
1001775,NG,8.0,7.0,7.0,NG,NG,NG,7.0,6.0,8.0,NG,NG,NG,7.0,7.0,9.0,NG,6.0,9.0,NG,7.0,NG,NG,7.0,7.0,7.0,8.0,NG,NG,7.0,
1001330,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,6.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,5.0,6.0,NG,NG,NG,
1001834,NG,7.0,6.0,7.0,NG,NG,NG,7.0,7.0,7.0,NG,NG,NG,8.0,7.0,6.0,NG,7.0,6.0,NG,7.0,NG,NG,8.0,7.0,7.0,8.0,NG,NG,6.0,
1000131,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,9.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000837,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,10.0,NG,8.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,NG,9.0,NG,NG,NG,
1000370,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,5.0,7.0,NG,NG,NG,
1001405,NG,6.0,7.0,7.0,NG,NG,NG,7.0,6.0,6.0,NG,NG,NG,6.0,6.0,7.0,NG,6.0,6.0,NG,6.0,NG,NG,7.0,7.0,6.0,8.0,NG,NG,7.0,
1001886,NG,6.0,5.0,6.0,NG,NG,NG,6.0,7.0,5.0,NG,NG,NG,7.0,NG,5.0,NG,6.0,6.0,NG,7.0,NG,NG,6.0,5.0,4.0,6.0,NG,NG,4.0,
1002034,NG,8.0,6.0,7.0,NG,NG,NG,8.0,8.0,8.0,NG,NG,NG,7.0,7.0,7.0,NG,6.0,8.0,NG,8.0,NG,NG,8.0,7.0,7.0,8.0,NG,NG,7.0,
1001907,NG,10.0,6.0,8.0,NG,NG,NG,7.0,9.0,8.0,NG,NG,NG,9.0,8.0,9.0,NG,8.0,9.0,NG,8.0,NG,NG,7.0,8.0,8.0,10.0,NG,NG,7.0,
1000284,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001270,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,
1001389,NG,7.0,4.0,6.0,NG,NG,NG,4.0,7.0,4.0,NG,NG,NG,7.0,5.0,5.0,NG,6.0,6.0,NG,5.0,NG,NG,5.0,6.0,6.0,8.0,NG,NG,5.0,
1000037,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,5.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1002717,7.0,8.0,6.0,6.0,5.0,6.0,7.0,7.0,8.0,8.0,NG,7.0,7.0,7.0,7.0,7.0,NG,6.0,8.0,NG,7.0,8.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,
1000413,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001866,NG,7.0,6.0,7.0,NG,NG,NG,6.0,7.0,8.0,NG,NG,NG,7.0,8.0,7.0,NG,7.0,7.0,NG,6.0,NG,NG,7.0,6.0,6.0,8.0,NG,NG,5.0,
1002301,6.0,6.0,6.0,7.0,8.0,7.0,5.0,7.0,7.0,7.0,NG,6.0,7.0,6.0,8.0,6.0,NG,6.0,6.0,NG,6.0,7.0,6.0,8.0,7.0,6.0,7.0,6.0,7.0,6.0,
1000873,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1002325,9.0,10.0,6.0,8.0,7.0,6.0,8.0,7.0,10.0,7.0,NG,7.0,9.0,9.0,8.0,8.0,NG,8.0,9.0,NG,8.0,10.0,7.0,8.0,8.0,8.0,10.0,7.0,9.0,7.0,
1001014,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1001769,NG,7.0,7.0,7.0,NG,NG,NG,7.0,7.0,9.0,NG,NG,NG,8.0,8.0,6.0,NG,6.0,7.0,NG,6.0,NG,NG,8.0,7.0,7.0,7.0,NG,NG,6.0,
1000761,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1002542,NG,7.0,6.0,6.0,NG,NG,NG,4.0,7.0,6.0,NG,NG,7.0,8.0,NG,6.0,NG,6.0,6.0,NG,6.0,7.0,NG,6.0,5.0,5.0,7.0,NG,NG,6.0,
1000520,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,
1002196,NG,9.0,7.0,8.0,NG,NG,NG,6.0,9.0,6.0,NG,NG,NG,9.0,7.0,7.0,NG,7.0,8.0,NG,7.0,NG,NG,8.0,7.0,6.0,8.0,NG,NG,7.0,
1001609,NG,10.0,7.0,8.0,NG,NG,NG,7.0,10.0,9.0,NG,NG,NG,9.0,9.0,9.0,NG,9.0,10.0,NG,9.0,NG,NG,9.0,8.0,9.0,10.0,NG,NG,7.0,
1001745,NG,8.0,6.0,6.0,NG,NG,NG,6.0,7.0,7.0,NG,NG,NG,6.0,7.0,6.0,NG,7.0,7.0,NG,7.0,NG,NG,6.0,6.0,6.0,6.0,NG,NG,6.0,
1000671,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1002076,NG,9.0,6.0,8.0,NG,NG,NG,8.0,9.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,8.0,8.0,NG,6.0,NG,NG,8.0,8.0,8.0,8.0,NG,NG,6.0,
1000047,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,5.0,NG,5.0,NG,5.0,NG,NG,5.0,NG,NG,NG,NG,5.0,6.0,NG,NG,NG,
1001642,NG,9.0,8.0,7.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,7.0,8.0,NG,9.0,NG,NG,7.0,6.0,8.0,8.0,NG,NG,8.0,
1000817,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,
1001564,NG,7.0,8.0,7.0,NG,NG,NG,8.0,7.0,8.0,NG,NG,NG,7.0,7.0,8.0,NG,6.0,7.0,NG,7.0,NG,NG,8.0,7.0,7.0,6.0,NG,NG,7.0,
1002195,NG,10.0,7.0,8.0,NG,NG,NG,9.0,9.0,8.0,NG,NG,NG,9.0,9.0,9.0,NG,8.0,9.0,NG,9.0,NG,NG,8.0,7.0,8.0,9.0,NG,NG,8.0,
1001460,NG,10.0,8.0,9.0,NG,NG,NG,8.0,8.0,9.0,NG,NG,NG,8.0,10.0,8.0,NG,8.0,8.0,NG,7.0,NG,NG,9.0,7.0,9.0,9.0,NG,NG,6.0,
1001379,NG,8.0,7.0,8.0,NG,NG,NG,7.0,7.0,7.0,NG,NG,NG,7.0,8.0,8.0,NG,7.0,7.0,NG,9.0,NG,NG,7.0,6.0,7.0,8.0,NG,NG,7.0,
1000675,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,8.0,NG,NG,9.0,NG,NG,NG,NG,9.0,9.0,NG,NG,NG,
1000096,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,8.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,10.0,10.0,NG,NG,NG,
1002125,NG,7.0,6.0,7.0,NG,NG,NG,7.0,7.0,7.0,NG,NG,NG,6.0,7.0,6.0,NG,6.0,7.0,NG,7.0,NG,NG,7.0,6.0,6.0,8.0,NG,NG,5.0,
1002111,NG,8.0,6.0,7.0,NG,NG,NG,6.0,8.0,7.0,NG,NG,NG,7.0,7.0,6.0,NG,7.0,7.0,NG,7.0,NG,NG,6.0,6.0,7.0,8.0,NG,NG,5.0,
1002766,7.0,8.0,7.0,8.0,6.0,7.0,6.0,7.0,8.0,8.0,NG,8.0,7.0,6.0,8.0,6.0,NG,7.0,8.0,NG,6.0,8.0,7.0,8.0,7.0,7.0,9.0,6.0,8.0,5.0,
1002334,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,7.0,8.0,NG,8.0,8.0,7.0,8.0,7.0,NG,7.0,8.0,NG,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,9.0,
1000851,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1001193,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,10.0,NG,9.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,
1000497,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001537,NG,9.0,6.0,8.0,NG,NG,NG,7.0,9.0,7.0,NG,NG,NG,10.0,8.0,7.0,NG,7.0,8.0,NG,7.0,NG,NG,7.0,7.0,8.0,10.0,NG,NG,7.0,
1001502,NG,6.0,8.0,6.0,NG,NG,NG,6.0,6.0,8.0,NG,NG,NG,6.0,7.0,7.0,NG,6.0,5.0,NG,6.0,NG,NG,7.0,7.0,7.0,6.0,NG,NG,7.0,
1000221,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1002521,7.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,NG,6.0,8.0,7.0,7.0,6.0,NG,7.0,8.0,NG,6.0,8.0,5.0,6.0,6.0,8.0,8.0,6.0,8.0,5.0,
1001910,NG,6.0,8.0,6.0,NG,NG,NG,8.0,6.0,8.0,NG,NG,NG,7.0,8.0,7.0,NG,6.0,6.0,NG,6.0,NG,NG,8.0,6.0,6.0,6.0,NG,NG,7.0,
1001873,NG,10.0,8.0,8.0,NG,NG,NG,7.0,10.0,9.0,NG,NG,NG,8.0,9.0,8.0,NG,9.0,9.0,NG,8.0,NG,NG,8.0,7.0,8.0,9.0,NG,NG,8.0,
